Date,Open,High,Low,Close,Adj Close,Volume
2014-10-22,93.959999,94.589996,92.980003,93.129997,83.179604,12733600
2014-10-23,94.309998,94.980003,93.870003,94.110001,84.054909,11345100
2014-10-24,94.190002,94.529999,93.220001,94.489998,84.39431,9734100
2014-10-27,93.849998,93.849998,92.769997,93.709999,83.697639,11387700
2014-10-28,94.440002,95.199997,93.93,95.099998,84.939133,12564100
2014-10-29,95.419998,95.980003,93.620003,94.589996,84.483612,12409100
2014-10-30,93.870003,94.669998,93.220001,94.449997,84.358566,9767900
2014-10-31,94.989998,96.889999,94.309998,96.709999,86.377113,17493700
2014-11-03,96.559998,97.099998,94.800003,95.260002,85.082031,13410000
2014-11-04,94.5,94.889999,93.889999,94.519997,84.421089,13498500
2014-11-05,95.360001,95.769997,94.650002,95.07,84.912323,12480000
2014-11-06,95.18,96.419998,94.279999,96.260002,85.975197,14731400
2014-11-07,95.800003,97.160004,95.720001,96.589996,86.892784,13233500
2014-11-10,96.870003,97.099998,96.07,96.279999,86.613914,9087600
2014-11-11,95.779999,96.510002,95.610001,96.410004,86.730858,7990000
2014-11-12,95.900002,96.400002,95.110001,95.379997,85.804268,11592800
2014-11-13,94.959999,95.209999,93.830002,94.660004,85.156555,12355400
2014-11-14,94.870003,95.110001,94.650002,95.089996,85.543388,9352500
2014-11-17,94.849998,95.139999,94.190002,95.110001,85.561363,8704400
2014-11-18,95.080002,95.75,94.529999,94.870003,85.345459,9263200
2014-11-19,95.080002,95.739998,94.129997,95.610001,86.011192,8333200
2014-11-20,95.370003,95.900002,95.260002,95.82,86.200096,8422400
2014-11-21,97.199997,97.199997,96.099998,96.809998,87.090698,12374900
2014-11-24,96.339996,96.800003,95.25,95.720001,86.11013,10172400
2014-11-25,96.010002,96.029999,94.370003,94.779999,85.264503,13747400
2014-11-26,94.639999,95.129997,94.360001,94.480003,84.994637,9822100
2014-11-28,91.5,91.849998,90.110001,90.540001,81.450172,19556700
2014-12-01,90.360001,92.870003,90.279999,92.349998,83.078461,27584200
2014-12-02,92.32,94.669998,92.010002,94.190002,84.733734,20885300
2014-12-03,94.669998,95.330002,94.0,94.949997,85.417435,16220400
2014-12-04,94.129997,94.610001,93.07,94.370003,84.895683,12868600
2014-12-05,93.949997,94.589996,93.349998,93.82,84.400887,11831900
2014-12-08,92.900002,93.129997,91.370003,91.699997,82.493706,15735900
2014-12-09,91.230003,92.059998,90.760002,91.379997,82.205849,15883800
2014-12-10,90.720001,90.730003,88.199997,88.669998,79.767921,22279400
2014-12-11,88.860001,91.540001,88.849998,89.199997,80.244713,21522200
2014-12-12,88.709999,89.0,86.599998,86.599998,77.905731,24568300
2014-12-15,87.529999,88.599998,86.5,86.900002,78.175629,21373600
2014-12-16,86.379997,89.199997,86.190002,86.410004,77.734818,26372400
2014-12-17,87.239998,89.900002,87.150002,89.019997,80.082771,23323000
2014-12-18,90.370003,91.160004,88.400002,91.160004,82.007935,22882700
2014-12-19,90.209999,93.639999,89.610001,93.639999,84.238953,38469000
2014-12-22,92.959999,93.669998,92.449997,93.330002,83.960075,17871800
2014-12-23,93.519997,95.18,93.050003,94.589996,85.093567,13706500
2014-12-24,94.220001,94.25,92.980003,93.779999,84.364899,6875700
2014-12-26,93.989998,94.43,92.620003,93.209999,83.852135,10585000
2014-12-29,93.330002,93.860001,92.889999,93.07,83.726181,9892100
2014-12-30,92.769997,93.389999,92.510002,93.019997,83.68119,8743400
2014-12-31,92.419998,93.129997,92.059998,92.449997,83.168427,11337200
2015-01-02,92.25,93.050003,91.809998,92.830002,83.510269,10220400
2015-01-05,92.099998,92.400002,89.5,90.290001,81.225273,18502400
2015-01-06,90.239998,91.410004,89.019997,89.809998,80.793465,16670700
2015-01-07,90.650002,91.480003,90.0,90.720001,81.612106,13590700
2015-01-08,91.25,92.269997,91.0,92.230003,82.970512,15487500
2015-01-09,92.300003,92.779999,91.370003,92.099998,82.853569,14449800
2015-01-12,91.239998,91.339996,89.82,90.330002,81.261269,15176300
2015-01-13,90.879997,91.43,89.110001,90.0,80.964401,17469000
2015-01-14,88.949997,89.889999,87.260002,89.739998,80.730492,23272100
2015-01-15,89.739998,90.660004,88.510002,88.959999,80.028801,18759600
2015-01-16,88.980003,91.190002,88.980003,91.120003,81.971939,17713100
2015-01-20,91.139999,91.779999,90.379997,91.089996,81.944962,16365800
2015-01-21,91.739998,91.989998,91.010002,91.870003,82.646652,14276400
2015-01-22,92.309998,92.970001,91.32,92.870003,83.546272,13559000
2015-01-23,92.279999,92.480003,90.790001,90.889999,81.765038,14578100
2015-01-26,90.610001,91.940002,90.470001,91.760002,82.547707,10672500
2015-01-27,91.239998,91.599998,90.599998,90.949997,81.819023,12301500
2015-01-28,90.879997,90.93,87.82,87.949997,79.120193,17829700
2015-01-29,88.220001,88.260002,86.029999,87.580002,78.787346,22683000
2015-01-30,87.160004,88.419998,86.25,87.419998,78.64341,22679900
2015-02-02,87.849998,89.589996,87.5,89.580002,80.586563,20306300
2015-02-03,90.900002,92.330002,90.809998,92.25,82.98851,21870200
2015-02-04,91.639999,92.269997,90.510002,91.459999,82.277809,19632200
2015-02-05,92.389999,92.540001,91.699997,92.360001,83.087448,12809000
2015-02-06,92.099998,92.279999,90.959999,91.5,82.93338,12185900
2015-02-09,91.400002,92.290001,91.239998,91.559998,82.987747,11360700
2015-02-10,91.739998,91.739998,90.300003,91.010002,82.489273,12952900
2015-02-11,90.019997,90.830002,89.790001,90.599998,82.117645,12240600
2015-02-12,91.459999,92.660004,91.019997,92.370003,83.721924,14843000
2015-02-13,92.699997,93.449997,92.279999,93.370003,84.628311,12061000
2015-02-17,92.75,93.07,92.290001,93.050003,84.338264,11758700
2015-02-18,91.989998,91.989998,90.389999,91.010002,82.489273,19112800
2015-02-19,89.639999,90.419998,88.580002,89.440002,81.066246,19350600
2015-02-20,89.400002,89.940002,88.849998,89.919998,81.501297,15959900
2015-02-23,89.260002,89.550003,88.739998,89.010002,80.676498,12771800
2015-02-24,89.330002,89.779999,89.129997,89.419998,81.048119,9986000
2015-02-25,89.57,89.699997,89.080002,89.599998,81.211258,9925700
2015-02-26,89.129997,89.18,88.080002,88.650002,80.350197,13984000
2015-02-27,88.889999,89.279999,88.339996,88.540001,80.250504,13090600
2015-03-02,88.339996,88.519997,87.349998,88.040001,79.79731,13793700
2015-03-03,87.93,88.019997,87.129997,87.620003,79.416641,13493800
2015-03-04,87.959999,87.959999,86.93,87.18,79.017845,13413500
2015-03-05,87.07,87.190002,86.519997,86.739998,78.619019,12527600
2015-03-06,86.410004,86.599998,85.32,85.629997,77.612946,16070500
2015-03-09,86.120003,86.379997,85.120003,85.160004,77.186958,14503800
2015-03-10,84.82,85.529999,84.239998,84.260002,76.371216,17158900
2015-03-11,84.93,84.93,84.0,84.019997,76.153687,13004700
2015-03-12,84.43,84.720001,84.059998,84.220001,76.334953,10792900
2015-03-13,83.900002,84.18,82.68,83.870003,76.017738,16799900
2015-03-16,83.709999,84.860001,83.269997,84.760002,76.824402,13516200
2015-03-17,84.540001,84.849998,84.019997,84.080002,76.208076,12957300
2015-03-18,83.540001,86.370003,83.43,86.07,78.011757,18713900
2015-03-19,85.190002,85.5,84.330002,84.410004,76.507172,12738500
2015-03-20,84.669998,85.400002,84.389999,84.540001,76.624992,36083500
2015-03-23,85.019997,85.779999,85.010002,85.43,77.431686,17163200
2015-03-24,85.300003,85.779999,84.5,84.519997,76.606857,10174300
2015-03-25,85.050003,85.57,84.769997,84.860001,76.915047,11934700
2015-03-26,85.300003,85.57,84.089996,84.32,76.425606,14400700
2015-03-27,84.040001,84.050003,83.330002,83.580002,75.75489,11094600
2015-03-30,84.269997,85.82,84.25,85.629997,77.612946,15653200
2015-03-31,84.849998,85.339996,84.459999,85.0,77.041946,13354000
2015-04-01,85.699997,86.0,84.260002,84.459999,76.552498,14442800
2015-04-02,84.089996,84.940002,83.849998,84.300003,76.407471,11297400
2015-04-06,85.150002,85.639999,84.199997,85.129997,77.159752,10916400
2015-04-07,85.010002,86.169998,84.760002,85.75,77.72171,11836100
2015-04-08,85.800003,85.900002,84.019997,84.059998,76.189934,16257100
2015-04-09,84.0,84.730003,83.809998,84.650002,76.724709,13281800
2015-04-10,85.370003,86.040001,84.769997,85.559998,77.549507,13372400
2015-04-13,85.919998,86.25,85.239998,85.339996,77.350105,9880500
2015-04-14,85.599998,87.480003,85.529999,86.629997,78.519318,15483900
2015-04-15,87.139999,88.529999,87.139999,88.080002,79.833565,15332800
2015-04-16,87.879997,88.160004,87.110001,87.730003,79.516335,9570800
2015-04-17,87.139999,87.360001,86.160004,86.93,78.791245,14430100
2015-04-20,87.129997,88.099998,87.080002,87.239998,79.07222,11545300
2015-04-21,87.379997,87.620003,86.690002,86.879997,78.745911,10100500
2015-04-22,87.040001,87.800003,86.339996,87.459999,79.271622,8663600
2015-04-23,87.360001,88.379997,87.309998,87.540001,79.344131,9866100
2015-04-24,87.190002,87.360001,86.660004,86.970001,78.827499,8405700
2015-04-27,87.410004,87.599998,86.760002,87.010002,78.863762,10534600
2015-04-28,87.220001,87.860001,87.040001,87.800003,79.579788,9633800
2015-04-29,87.5,88.07,86.959999,87.870003,79.643242,12534100
2015-04-30,88.669998,88.669998,87.220001,87.370003,79.190048,13947700
2015-05-01,87.849998,88.949997,87.699997,88.849998,80.531479,12257100
2015-05-04,89.419998,89.879997,88.949997,89.110001,80.767143,10343700
2015-05-05,89.970001,90.089996,88.519997,88.610001,80.313957,11895000
2015-05-06,89.650002,89.959999,87.790001,88.190002,79.933273,11273500
2015-05-07,88.0,88.099998,86.919998,87.599998,79.398506,9992500
2015-05-08,88.470001,89.07,87.82,88.989998,80.658379,11390300
2015-05-11,88.529999,88.57,86.650002,86.779999,79.30584,11997800
2015-05-12,86.889999,87.459999,86.419998,87.019997,79.525154,9788900
2015-05-13,87.279999,87.730003,86.400002,86.559998,79.104782,8629400
2015-05-14,86.93,87.339996,86.75,86.970001,79.479477,8791300
2015-05-15,86.800003,87.620003,86.599998,87.349998,79.826744,8422200
2015-05-18,87.309998,87.459999,86.779999,86.849998,79.369804,6371000
2015-05-19,86.470001,87.209999,86.209999,86.989998,79.497749,9777100
2015-05-20,87.389999,87.400002,86.910004,87.129997,79.625687,7276600
2015-05-21,87.279999,87.440002,86.959999,87.209999,79.698799,8357400
2015-05-22,86.989998,87.099998,86.5,86.519997,79.068245,7598400
2015-05-26,86.040001,86.370003,85.029999,85.349998,77.999008,11289000
2015-05-27,85.300003,85.889999,84.769997,85.110001,77.779671,10778300
2015-05-28,85.110001,85.57,84.82,85.110001,77.779671,8038900
2015-05-29,85.099998,85.580002,84.879997,85.199997,77.861923,14612900
2015-06-01,85.25,85.470001,84.800003,85.129997,77.797966,9077500
2015-06-02,85.120003,85.589996,84.910004,85.139999,77.807076,9252400
2015-06-03,85.230003,85.839996,84.860001,84.949997,77.633438,8179500
2015-06-04,84.699997,84.889999,83.779999,84.220001,76.966316,12607300
2015-06-05,84.129997,85.0,83.980003,84.279999,77.021149,11388500
2015-06-08,84.18,85.209999,83.93,84.849998,77.542068,12219700
2015-06-09,85.290001,85.43,84.489998,84.580002,77.295319,8105500
2015-06-10,85.839996,85.970001,85.0,85.209999,77.871063,10147000
2015-06-11,85.300003,85.699997,84.889999,85.089996,77.761391,7759300
2015-06-12,84.580002,84.68,83.860001,84.019997,76.783539,8347300
2015-06-15,83.529999,83.980003,83.190002,83.720001,76.509392,9563900
2015-06-16,83.809998,84.75,83.400002,84.68,77.386711,9100100
