Date,Open,High,Low,Close,Adj Close,Volume
2014-10-22,61.740002,62.900002,61.48,61.619999,58.965706,5570700
2014-10-23,62.080002,62.849998,61.970001,62.34,59.654694,3322300
2014-10-24,62.119999,62.450001,61.700001,62.080002,59.405899,3162000
2014-10-27,62.080002,62.900002,62.080002,62.830002,60.123592,2501300
2014-10-28,62.669998,62.82,62.02,62.700001,59.999191,2786200
2014-10-29,62.59,63.259998,62.27,62.720001,60.01833,2867900
2014-10-30,62.290001,63.369999,62.25,63.25,60.525497,2756300
2014-10-31,63.98,64.199997,62.939999,63.32,60.59248,3400900
2014-11-03,64.099998,64.129997,63.23,63.900002,61.147503,3536800
2014-11-04,63.82,64.089996,63.52,63.860001,61.109222,2776600
2014-11-05,64.0,64.279999,63.549999,63.720001,60.975254,3104800
2014-11-06,63.790001,64.629997,63.459999,64.559998,61.779068,3647600
2014-11-07,64.5,64.82,63.959999,64.0,61.243187,2916900
2014-11-10,63.77,63.950001,63.369999,63.919998,61.334347,3126400
2014-11-11,64.010002,64.18,63.16,63.25,60.691463,4388800
2014-11-12,63.349998,63.860001,63.32,63.73,61.152031,5958100
2014-11-13,63.950001,64.150002,63.18,63.5,60.931339,3807300
2014-11-14,61.849998,62.560001,61.82,62.32,59.799076,6681100
2014-11-17,62.330002,62.799999,61.5,61.540001,59.050625,6133000
2014-11-18,60.98,62.0,59.689999,61.639999,59.146576,15927400
2014-11-19,61.939999,62.889999,61.349998,62.130001,59.616764,5222400
2014-11-20,62.0,63.529999,61.93,63.360001,60.797005,6340900
2014-11-21,63.880001,64.230003,63.41,63.560001,60.988911,5167000
2014-11-24,63.580002,63.860001,63.310001,63.509998,60.940929,3996200
2014-11-25,64.449997,64.940002,63.959999,63.959999,61.372734,8484800
2014-11-26,64.230003,64.709999,64.230003,64.519997,61.910072,3456100
2014-11-28,64.839996,66.470001,64.830002,66.160004,63.483738,3240000
2014-12-01,65.599998,65.839996,64.720001,65.230003,62.59137,4454900
2014-12-02,65.300003,65.690002,64.720001,65.239998,62.600952,2701300
2014-12-03,66.080002,66.370003,65.480003,65.860001,63.195877,3620200
2014-12-04,65.610001,65.910004,65.139999,65.910004,63.24387,2671100
2014-12-05,65.910004,66.25,65.400002,65.580002,62.9272,2335100
2014-12-08,65.32,65.949997,65.239998,65.309998,62.668121,2702300
2014-12-09,64.669998,65.620003,64.599998,65.419998,62.773674,2195000
2014-12-10,65.290001,65.989998,64.25,64.290001,61.689381,3224400
2014-12-11,64.629997,66.449997,64.629997,65.599998,62.9464,4822200
2014-12-12,65.269997,66.480003,65.209999,65.610001,62.955997,3376400
2014-12-15,65.730003,66.739998,65.540001,66.309998,63.62767,4599800
2014-12-16,65.889999,66.730003,65.019997,65.019997,62.389851,5632900
2014-12-17,65.519997,65.739998,64.400002,65.360001,62.716095,3904700
2014-12-18,66.120003,67.099998,65.419998,67.080002,64.366516,4581800
2014-12-19,67.300003,67.339996,65.470001,66.080002,63.406982,5102200
2014-12-22,66.239998,67.489998,66.129997,67.260002,64.539238,2914800
2014-12-23,67.639999,68.43,67.400002,68.120003,65.364456,2245700
2014-12-24,68.209999,68.459999,67.790001,67.870003,65.124573,1168500
2014-12-26,67.949997,68.459999,67.790001,68.07,65.316467,1469800
2014-12-29,67.839996,68.900002,67.830002,68.370003,65.604332,2251800
2014-12-30,68.169998,68.599998,67.82,68.440002,65.671516,1822600
2014-12-31,68.82,69.839996,68.519997,68.580002,65.805855,2911900
2015-01-02,68.650002,69.129997,67.510002,67.959999,65.21093,2644700
2015-01-05,67.440002,67.940002,67.029999,67.199997,64.481674,3177100
2015-01-06,67.5,68.32,66.300003,66.870003,64.165024,3073100
2015-01-07,67.099998,68.379997,67.029999,68.239998,65.479599,3076300
2015-01-08,68.5,68.989998,68.279999,68.599998,65.825035,4153100
2015-01-09,68.790001,68.790001,66.980003,67.75,65.009422,4002000
2015-01-12,67.900002,68.230003,67.389999,67.400002,64.673584,3604000
2015-01-13,67.970001,68.449997,66.919998,67.160004,64.443283,4418800
2015-01-14,65.949997,66.639999,65.589996,66.230003,63.550915,3655100
2015-01-15,66.599998,67.040001,65.260002,65.279999,62.639336,3701900
2015-01-16,65.32,66.870003,65.099998,66.75,64.049866,3266500
2015-01-20,67.129997,67.190002,65.699997,66.220001,63.541328,2831400
2015-01-21,66.080002,66.82,65.82,66.010002,63.339806,3044200
2015-01-22,66.470001,67.739998,66.010002,67.5,64.769539,2557000
2015-01-23,67.610001,67.949997,67.209999,67.629997,64.894257,2137300
2015-01-26,67.349998,68.25,67.260002,68.139999,65.383636,2711600
2015-01-27,67.639999,68.669998,67.410004,68.25,65.489197,2995300
2015-01-28,68.769997,69.360001,67.209999,67.269997,64.548836,3093700
2015-01-29,67.230003,67.660004,66.480003,67.610001,64.875084,2837900
2015-01-30,67.040001,67.349998,65.879997,65.940002,63.27264,3066200
2015-02-02,65.910004,66.18,64.290001,65.870003,63.205475,3411900
2015-02-03,66.099998,67.400002,66.080002,67.300003,64.577637,2498200
2015-02-04,67.400002,68.199997,67.0,67.870003,65.124573,3637500
2015-02-05,68.279999,68.650002,67.93,68.440002,65.671516,2764800
2015-02-06,68.529999,68.889999,67.970001,68.25,65.489197,2203400
2015-02-09,67.989998,68.120003,67.400002,67.5,64.769539,1943400
2015-02-10,68.110001,68.410004,67.910004,68.290001,65.697914,3055300
2015-02-11,68.279999,68.620003,68.089996,68.360001,65.765244,2509900
2015-02-12,68.660004,68.910004,68.050003,68.879997,66.265495,3245200
2015-02-13,68.849998,69.25,68.559998,69.239998,66.611847,2718200
2015-02-17,69.410004,69.410004,68.410004,68.589996,65.986504,3008900
2015-02-18,68.379997,68.510002,67.629997,67.669998,65.101433,3474200
2015-02-19,67.730003,68.07,67.660004,67.82,65.245728,2245500
2015-02-20,67.790001,68.809998,67.639999,68.730003,66.121208,2655200
2015-02-23,68.919998,69.07,68.169998,68.400002,65.803734,3059400
2015-02-24,68.519997,69.0,67.080002,67.160004,64.610802,6242000
2015-02-25,66.199997,69.870003,65.510002,69.379997,66.746529,9191400
2015-02-26,68.57,68.980003,67.919998,68.07,65.486237,5425500
2015-02-27,68.279999,69.150002,68.190002,68.639999,66.034607,3926800
2015-03-02,68.760002,69.660004,68.629997,69.470001,66.833122,4404600
2015-03-03,69.129997,69.199997,67.980003,68.610001,66.005753,2951500
2015-03-04,68.480003,68.760002,67.739998,68.290001,65.697914,2441400
2015-03-05,68.32,68.910004,68.32,68.720001,66.11158,2485200
2015-03-06,68.300003,68.970001,67.940002,68.029999,65.447769,2196700
2015-03-09,68.129997,68.529999,67.860001,68.230003,65.640182,1796900
2015-03-10,67.970001,68.230003,67.5,67.610001,65.043716,2363800
2015-03-11,67.540001,67.980003,67.029999,67.150002,64.601173,2585900
2015-03-12,67.519997,68.75,67.519997,68.690002,66.082726,2612500
2015-03-13,68.639999,68.639999,67.470001,67.989998,65.409294,2658800
2015-03-16,68.059998,68.93,68.059998,68.660004,66.053856,2717200
2015-03-17,68.260002,68.82,68.07,68.309998,65.717148,2890600
2015-03-18,68.300003,68.309998,66.720001,67.949997,65.370796,3521000
2015-03-19,68.07,68.260002,67.720001,68.160004,65.572823,2826600
2015-03-20,68.309998,69.510002,68.269997,69.470001,66.833122,5826100
2015-03-23,69.300003,70.260002,69.089996,69.480003,66.842735,4541700
2015-03-24,69.239998,70.339996,69.029999,70.080002,67.419968,4596300
2015-03-25,70.0,70.150002,69.410004,69.540001,66.900467,5272400
2015-03-26,69.18,69.260002,68.400002,69.019997,66.400192,4421200
2015-03-27,68.879997,69.610001,68.769997,69.589996,66.948563,3021500
2015-03-30,70.0,71.029999,69.610001,70.470001,67.795158,3574400
2015-03-31,70.360001,70.989998,70.010002,70.050003,67.391098,3210300
2015-04-01,70.089996,70.110001,68.760002,68.949997,66.332848,3241200
2015-04-02,69.260002,69.690002,68.910004,69.32,66.688805,1729300
2015-04-06,68.919998,69.889999,68.75,69.300003,66.669563,1585900
2015-04-07,69.199997,69.529999,68.559998,68.650002,66.044258,1635900
2015-04-08,68.860001,69.440002,68.580002,69.330002,66.698441,2011700
2015-04-09,69.389999,69.830002,68.269997,68.629997,66.024994,3223000
2015-04-10,68.93,68.93,68.440002,68.529999,65.928802,2127200
2015-04-13,68.550003,68.709999,68.059998,68.139999,65.553589,2491300
2015-04-14,68.089996,68.389999,67.220001,67.279999,64.726242,3811600
2015-04-15,67.449997,67.580002,66.669998,66.739998,64.206726,3988000
2015-04-16,66.830002,66.919998,66.400002,66.480003,63.956608,3046900
2015-04-17,66.029999,66.029999,65.07,65.25,62.773293,5232400
2015-04-20,65.25,66.269997,65.110001,65.970001,63.465965,6323400
2015-04-21,66.150002,66.610001,66.07,66.290001,63.773811,3332200
2015-04-22,66.25,66.599998,65.790001,66.410004,63.889278,3325600
2015-04-23,66.300003,66.599998,66.080002,66.330002,63.812302,2517400
2015-04-24,66.360001,66.489998,66.07,66.290001,63.773811,2327600
2015-04-27,66.260002,66.360001,65.279999,65.309998,62.831028,3167200
2015-04-28,65.459999,65.459999,64.559998,64.919998,62.455818,2832800
2015-04-29,64.779999,64.809998,63.66,64.230003,61.792015,3316700
2015-04-30,63.970001,65.080002,63.91,64.540001,62.09024,4164800
2015-05-01,64.849998,65.669998,64.620003,65.550003,63.061916,4184700
2015-05-04,65.599998,65.879997,65.449997,65.540001,63.05228,3466300
2015-05-05,65.220001,65.790001,65.150002,65.629997,63.138866,3414300
2015-05-06,65.690002,65.889999,65.419998,65.839996,63.340897,3489400
2015-05-07,65.959999,66.300003,65.629997,66.190002,63.677628,2531100
2015-05-08,66.589996,67.540001,66.559998,67.32,64.764725,2967800
2015-05-11,67.360001,67.510002,66.709999,66.839996,64.302933,2537500
2015-05-12,66.480003,66.639999,65.830002,66.389999,64.071312,2410100
2015-05-13,66.540001,66.739998,65.629997,65.870003,63.569485,2946200
2015-05-14,66.160004,66.230003,65.230003,65.660004,63.366825,3250700
2015-05-15,65.779999,66.059998,65.349998,65.949997,63.646694,2759200
2015-05-18,66.129997,67.339996,66.129997,67.260002,64.910942,3231500
2015-05-19,69.919998,70.519997,69.099998,69.190002,66.773529,6789200
2015-05-20,69.25,69.43,68.0,68.459999,66.069016,4255800
2015-05-21,68.220001,68.25,67.720001,67.870003,65.499641,3180000
2015-05-22,67.660004,68.290001,67.129997,67.160004,64.81443,2730000
2015-05-26,66.910004,67.110001,65.980003,66.169998,63.859013,3301500
2015-05-27,66.449997,66.68,66.010002,66.5,64.177483,2315400
2015-05-28,66.510002,66.559998,65.889999,65.970001,63.665989,1925300
2015-05-29,65.980003,65.980003,64.379997,64.379997,62.131516,6397900
2015-06-01,64.379997,65.449997,64.300003,65.089996,62.816719,3117500
2015-06-02,65.040001,65.5,64.690002,64.889999,62.623703,2564300
2015-06-03,65.209999,66.199997,64.93,66.019997,63.714241,2582300
2015-06-04,64.650002,66.199997,64.650002,65.610001,63.31855,2486700
2015-06-05,65.550003,65.970001,65.330002,65.629997,63.337872,2271400
2015-06-08,65.410004,65.739998,65.239998,65.260002,62.980778,1691200
2015-06-09,65.230003,65.400002,64.519997,64.699997,62.440338,2404000
2015-06-10,65.059998,65.620003,64.900002,65.519997,63.231693,2315400
2015-06-11,65.849998,66.160004,65.449997,65.529999,63.241367,2048900
2015-06-12,65.410004,65.650002,65.160004,65.370003,63.086956,1542700
2015-06-15,64.860001,65.18,64.720001,65.07,62.797424,2312100
2015-06-16,65.0,65.5,64.830002,65.360001,63.077305,1993400
2015-06-17,65.5,65.93,65.209999,65.709999,63.415066,1774600
2015-06-18,65.949997,67.199997,65.709999,67.160004,64.81443,3238600
2015-06-19,66.889999,67.260002,66.559998,66.629997,64.302933,3020400
2015-06-22,67.019997,67.150002,66.470001,66.540001,64.216095,1525600
2015-06-23,66.75,67.57,66.559998,67.510002,65.152206,2215400
2015-06-24,67.660004,67.919998,67.559998,67.580002,65.219765,2848200
2015-06-25,67.709999,67.879997,67.260002,67.290001,64.93988,2616400
2015-06-26,67.330002,68.239998,67.330002,68.019997,65.644394,2985400
2015-06-29,67.470001,67.760002,66.010002,66.080002,63.772156,3358000
2015-06-30,66.730003,66.790001,65.900002,66.169998,63.859013,3178800
2015-07-01,66.5,67.470001,66.220001,67.419998,65.065346,2784900
2015-07-02,67.309998,67.760002,66.650002,66.800003,64.467018,2148700
2015-07-06,66.169998,67.379997,66.019997,66.910004,64.573166,3428700
2015-07-07,67.120003,68.300003,66.940002,68.220001,65.837418,3088700
2015-07-08,67.760002,68.18,67.379997,67.389999,65.0364,2159700
2015-07-09,68.18,68.269997,67.669998,67.669998,65.306618,2515900
2015-07-10,68.480003,68.480003,67.690002,68.129997,65.750549,2345400
2015-07-13,68.690002,69.190002,68.349998,69.160004,66.744591,2295200
2015-07-14,69.160004,69.300003,68.599998,69.129997,66.71563,2033000
2015-07-15,69.089996,69.120003,68.589996,68.720001,66.319962,2394100
2015-07-16,69.0,69.57,68.620003,69.370003,66.947258,2109000
2015-07-17,69.260002,69.300003,68.610001,68.739998,66.339249,2001000
2015-07-20,68.949997,69.220001,68.699997,69.099998,66.686661,1688800
2015-07-21,68.910004,69.230003,68.440002,68.529999,66.136581,2177900
2015-07-22,68.57,69.160004,68.400002,68.610001,66.213799,2049100
2015-07-23,68.809998,68.849998,68.18,68.239998,65.856712,1482300
2015-07-24,68.400002,68.410004,67.360001,67.440002,65.084663,1932400
2015-07-27,67.400002,67.629997,67.040001,67.339996,64.988136,1796300
2015-07-28,67.639999,67.989998,67.040001,67.860001,65.48999,1685000
2015-07-29,68.019997,69.550003,67.879997,69.459999,67.034096,3820400
2015-07-30,69.349998,69.68,68.900002,69.620003,67.188499,2940000
2015-07-31,69.839996,69.980003,69.510002,69.82,67.381531,2866700
2015-08-03,70.0,70.279999,69.019997,69.360001,66.937592,2798700
2015-08-04,69.32,69.830002,69.230003,69.559998,67.1306,1664600
2015-08-05,69.940002,70.589996,69.889999,70.18,67.728958,1286800
2015-08-06,70.080002,70.360001,68.940002,69.489998,67.063049,2173500
2015-08-07,69.57,69.690002,68.889999,69.629997,67.198174,1745700
2015-08-10,70.050003,70.519997,69.959999,70.169998,67.719315,2026300
2015-08-11,69.639999,70.199997,69.529999,69.970001,67.728989,2000400
2015-08-12,69.639999,70.32,68.599998,70.07,67.825775,2879300
2015-08-13,70.0,71.300003,69.610001,70.57,68.309776,3481500
2015-08-14,70.510002,70.709999,70.040001,70.599998,68.338814,2436300
2015-08-17,70.519997,71.839996,70.160004,71.610001,69.31646,4446900
2015-08-18,74.779999,76.93,74.75,76.779999,74.320877,9652300
