Date,Open,High,Low,Close,Adj Close,Volume
2014-10-22,86.760002,87.389999,86.540001,86.910004,84.528915,1000100
2014-10-23,87.400002,87.949997,86.949997,87.199997,84.810959,1055900
2014-10-24,87.339996,88.379997,87.110001,88.279999,85.861374,936600
2014-10-27,88.25,89.400002,88.129997,88.290001,85.871101,1133100
2014-10-28,88.440002,90.110001,88.440002,89.849998,87.388359,1321800
2014-10-29,90.059998,90.769997,88.540001,89.169998,86.726982,1239200
2014-10-30,89.059998,89.620003,88.75,89.410004,86.960426,596100
2014-10-31,90.529999,91.599998,90.099998,91.540001,89.032051,1225900
2014-11-03,91.620003,92.599998,91.620003,91.940002,89.421104,1042500
2014-11-04,91.970001,92.730003,91.839996,92.349998,89.81987,984200
2014-11-05,92.82,93.419998,92.07,92.599998,90.063019,727900
2014-11-06,92.449997,93.57,92.349998,93.529999,90.967529,778300
2014-11-07,93.529999,93.690002,93.050003,93.559998,90.996712,868500
2014-11-10,93.489998,93.889999,92.919998,93.870003,91.29821,725000
2014-11-11,93.870003,94.620003,93.400002,93.839996,91.269043,693500
2014-11-12,93.360001,95.089996,92.919998,94.019997,91.444122,1456100
2014-11-13,94.199997,94.690002,92.870003,93.370003,90.811928,950400
2014-11-14,93.129997,93.279999,92.389999,92.879997,90.335342,822700
2014-11-17,92.5,94.279999,92.5,94.260002,91.677536,623400
2014-11-18,94.260002,94.260002,93.379997,93.779999,91.210678,904200
2014-11-19,93.889999,94.339996,93.480003,94.300003,91.716446,734100
2014-11-20,93.879997,94.419998,93.419998,93.879997,91.307945,702400
2014-11-21,94.870003,95.220001,93.68,93.760002,91.191223,1252500
2014-11-24,94.18,94.839996,93.980003,94.230003,91.648369,893500
2014-11-25,94.129997,94.669998,93.199997,94.129997,91.551102,1149100
2014-11-26,94.260002,94.809998,93.720001,94.760002,92.163841,680800
2014-11-28,95.209999,96.599998,95.169998,96.400002,93.758919,456100
2014-12-01,95.82,96.199997,94.699997,94.730003,92.134666,923600
2014-12-02,94.93,95.150002,94.25,94.519997,91.930405,847000
2014-12-03,94.260002,94.720001,92.959999,93.730003,91.162064,972800
2014-12-04,94.010002,94.529999,93.690002,94.18,91.599731,655700
2014-12-05,94.25,95.220001,93.879997,95.089996,92.484795,708000
2014-12-08,94.949997,95.230003,94.239998,94.690002,92.095757,730900
2014-12-09,93.610001,94.129997,92.510002,93.449997,90.889732,997900
2014-12-10,93.510002,93.769997,92.309998,92.459999,89.926849,969200
2014-12-11,92.57,93.620003,92.18,92.459999,89.926849,683800
